solution,k,persona_id,term,score,count,lift,persona_nome_auto
granular_k10,10,granular_k10_p03,dei,7.95299552803368,51,6.484115442815089,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,rede apoio,7.891526997124294,21,11.84598013591218,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,gosta,7.8080172562440495,152,3.7216323630278514,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,presente,7.79588757454258,272,3.0139353001901443,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,presentear,7.585446152864543,75,4.763462911795374,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,namorado,7.539871255189755,36,7.069375242399205,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,gostar,7.399032622312398,56,5.234270292612359,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,dou,7.279615983092851,74,4.398259951452542,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,rosana,7.121549393524518,18,10.230619208287791,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,agradar,6.944921057693135,29,6.70527177504463,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,academia,6.90434901726656,36,5.767121908273036,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,filhos,6.777743579060333,69,3.92994601665333,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,mora,6.77308062911055,45,4.865313270106788,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,saio,6.768454928267373,35,5.61125374858998,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,final semana,6.720273819415997,32,5.834587231120925,social/familiar e influenciada por indicação + entusiasmada/encantada
