termo,mean_tfidf
varias,0.0035032780944531383
semana,0.0035007807142547216
mesmo speaker,0.003490289218139616
acham,0.0034866127319534155
link,0.003481691928228952
concorrencia meeting,0.0034625474487495573
deles,0.0034605409839286064
valor,0.0034572079763899055
mex,0.0034554873630892684
anos concorrencia,0.003450397730432716
tem mais,0.0034331136926571623
rosacea mex,0.0034282960626633684
numa,0.003418963321343172
dias,0.0034182121802011594
pouco mais,0.0034168642382840565
alem,0.0034082400584001054
cosas,0.0034065390869391318
speaker esta,0.0034003135074009215
aqui speaker,0.003374906163868916
desculpa,0.003351736528039921
poco,0.0033501761608436386
nombre,0.0033448804416230347
mejor,0.003344051826915346
speaker vou,0.0033418129238692697
chamou,0.003340605648453118
biome,0.003335834624370186
speaker vamos,0.0033289988845986696
veio,0.0033193805394926665
maquiagem,0.003306577506373386
olhando,0.0032962608326174278
manda,0.003295784803168456
gente speaker,0.003292877524873029
ana,0.0032880015054153194
maior,0.00328772596580037
legal speaker,0.003278343924503952
diferentes,0.0032565234913238426
essa questao,0.0032540713195369536
ahora,0.003244713172003696
foto,0.0032402635712782185
hidratacao,0.0032303938687018668
atras,0.003230026825172432
falta,0.0032296624722502787
bonita,0.003226513896142686
cores,0.003223842400135968
download perfumes,0.003217623494375164
otras,0.003208167654825104
inovacao,0.0031900414513403117
num,0.0031841922369891347
lojas,0.003173596258616397
base,0.003166007143367424
entrar,0.0031650114261080977
colores,0.003160800635817417
speaker essa,0.0031586500336954816
dificil,0.0031514433786174008
pele negra,0.0031394776520414034
shopping,0.003132216933372052
lembro,0.003129705942855044
logo,0.0031296945397719877
comprei,0.003126456708319508
mensagem,0.0031255101285240726
fusao,0.003121902374466029
daqui,0.003120289472129872
tive,0.0031173400518463117
aca,0.0031025544390872223
trazer,0.0030869944840115557
agua,0.003085430043787252
avo,0.003078425811435526
jeito,0.0030657357705137253
chegar,0.0030582975445293116
embalagens,0.0030571744110712918
pensa,0.0030453110968343957
geralmente,0.0030371502980809503
passou,0.0030317756811020107
presentes,0.003028364283476304
frase,0.003028065650400542
siempre,0.0030193921790192075
diferenca,0.0030185378561451708
poderia,0.003013300864582471
dia dia,0.0030070540663889077
formato,0.003003165872146251
propagandas,0.002999363222026618
bebe,0.0029935650943288265
bonito,0.002990578047487516
publico,0.0029864883166200447
consigo,0.0029795283511033182
chega,0.002975312616781098
mao,0.0029701576796334873
empresa,0.0029698871501193857
digamos,0.0029676815139636
speaker assim,0.002958425326598337
amazonia,0.0029553828197721723
normalmente,0.0029517167661727768
fora,0.002942995150296421
speaker parece,0.0029390905977684846
ambiente,0.002935130420839683
speaker esse,0.002930925644622772
speaker pode,0.002930782872272869
aplicativo,0.002930081818134442
visto,0.002926872642873811
palabras,0.0029231121108247967
pesquisa,0.002901139423724245
grupo,0.0028960923940707117
mudou,0.0028908603345117662
pedir,0.0028878316652007634
fiz,0.002884005777202636
muchas,0.0028783311742570455
bem speaker,0.0028739890909329703
simples,0.002873708098029139
visual,0.002868615498594802
muitas,0.0028636194510573247
rapido,0.0028626539023327126
homem,0.002861117557047596
fiquei,0.0028566750590645106
vamos dizer,0.0028473960822074603
chegou,0.0028249527063286075
plastico,0.0028238773944804074
sofisticacao,0.0028196802504936893
alguns,0.0028178635839691637
conhece,0.002817207463382776
falaram,0.002806256655067543
demas,0.0028050571041404273
tem essa,0.0027967867185173154
muito mais,0.0027887555555211547
fragrancia,0.0027849661768180175
reais,0.0027835247648419882
remete,0.002782692844020457
speaker tudo,0.002782287128983791
hialuronico,0.0027707204063829576
espaco,0.002765839554178768
caro,0.002763708140618839
bienestar,0.0027558650667381364
conversa,0.0027529238798487256
sair,0.002750853315216135
estamos,0.002748295995437901
sendo,0.002739861382513372
hacer,0.002733815377449494
endereco,0.002730059610723416
cima,0.002726570035111124
digital,0.002726067609598184
bem maes,0.0027225348174025037
usando,0.0027213214061468575
vegano,0.0027201482047543215
whatsapp,0.002719560036065922
estan,0.0027194540813131
acido hialuronico,0.0027090406870929665
palavras,0.002707728802590715
title bem,0.0027025210049370797
informacao,0.002698077036331074
ejemplo,0.0026933066786783023
trouxe,0.002682863434571465
sai,0.002682845181352267
mais menos,0.002681956099081422
kits,0.0026786726401091124
title biome,0.0026752228352436335
filho,0.0026736621897778903
speaker fala,0.00267208651342739
biome meeting,0.0026673097382538752
entrega,0.002656968420286056
tenha,0.0026566740407388168
fico,0.0026563983169014256
trabalha,0.0026525571126064856
conhecer,0.0026489556395974745
usaria,0.002644942440020702
duvida,0.002644398947115902
especifico,0.0026420963928733996
principalmente,0.0026345759217387514
ano,0.0026333875171337907
serum,0.002625179150758293
mex anos,0.0026194113874454905
chama atencao,0.0026121096709690803
tivesse,0.0026091903863619246
dormir,0.0026064737747006615
speaker natura,0.0025955047712935926
passando,0.0025944357668450414
entra,0.0025872884813520733
preciso,0.002581668640958369
sabe speaker,0.002579553376820861
perfeito,0.002572809495224853
speaker sei,0.0025686140701190814
junto,0.0025682788551050937
pontos,0.0025656810178716133
justamente,0.0025619430064402274
presentear,0.0025582293734417263
alguna,0.002550988714956609
pregunta,0.002548812283075903
pelo menos,0.002539140473826407
esta publicidad,0.002535892909909018
ajuda,0.0025338266844738074
puede,0.0025309549613756754
mismo,0.002510410875147798
pasa,0.0025042474995341443
muito bem,0.002502453971708074
acho tem,0.002500307127416446
pra speaker,0.002499449100792077
tem speaker,0.0024963776407395345
produto speaker,0.002487835843766699
tambem tem,0.0024868814740066267
roupa,0.0024836561820490415
entendi speaker,0.0024787648885859085
internet,0.0024785603824760342
deve,0.002471821881951495
online,0.0024681444994699812
disse,0.002467588398099246
tirar,0.002460913586329487
speaker olha,0.0024581207586278062
bio,0.0024572763542358585
sente,0.002457097494077266
papel,0.002453820637939953
essa coisa,0.0024490905786519637
familia,0.00244721034091157
veo,0.0024459147679122767
acabou,0.00244506948961465
quase,0.002443000809883209
speaker aqui,0.002440145058801786
resultado,0.002440084756299584
amanha,0.002439102563326621
prazer,0.002436966209374075
sabia,0.0024344137117148805
minhas,0.0024280855664234784
semanas,0.0024240574860428833
filhos,0.0024167635303495596
direto,0.002410564493071221
ninguem,0.0024083165734002958
muy bien,0.0024064426965786354
atencion,0.00240607419432731
combina,0.002402915906283846
diz,0.002400090160633135
beneficio,0.00239993862162874
varios,0.002397004502562876
imagen,0.0023958890986807988
sacola,0.0023949789050159887
dando,0.0023856650730526537
certeza,0.0023849933490389923
meus,0.002384960444028577
comercial,0.0023800985207484927
linea,0.002374404453033028
fato,0.002374261995161548
amostra,0.0023726627156503773
vos,0.002368298848615734
chamou atencao,0.002364093586294447
essencial,0.0023569727210859285
vai fazer,0.002353345471462872
senhora,0.00234591960751222
geral,0.0023456336599417317
autocuidado,0.0023437964062849566
amor,0.0023183129930370023
mostrando,0.002313180365287631
durante,0.002311275234836218
cuidados,0.002308477090026887
conseguir,0.0023048288066027925
coisa mais,0.0023047416210978723
contar,0.0023038134905918233
speaker achei,0.0023037891614938115
falava,0.0023021938427953414
causa,0.002301379260630648
comprando,0.0023002002839454575
frente,0.002296769712490857
coisa assim,0.002293791963681035
speaker claro,0.0022886407416888768
coisa speaker,0.0022852382779796924
catalogo,0.0022846036210274895
ultima,0.002281700700205512
conheco,0.0022806229781849375
consultoras meeting,0.0022763220444598506
quiser,0.0022710222494012017
consumidor,0.0022710154643985365
download meeting,0.002269588374751393
nova,0.002269499865728687
aparece,0.0022687646437702146
dessas,0.0022646084841203566
muda,0.0022645906930815283
trabalhar,0.002263034382611914
speaker falou,0.0022614374895190306
gente esta,0.002259689910026602
beneficios,0.0022576266645189507
dia maes,0.002257040694777839
dia speaker,0.0022489981052780297
comigo,0.0022451917136333496
tiver,0.0022384523233119832
inclusive,0.0022340230652136295
perguntar,0.002232065967302898
pode falar,0.0022314270320322976
olho,0.0022301718930742035
tipo assim,0.00222627591192735
mais facil,0.0022257175952088847
mensaje,0.002225018341741366
decia,0.002224709173186712
speaker bem,0.0022235436495223163
