doc_id,chunk_index_a,chunk_index_b,chunk_id_a,chunk_id_b,jaccard_tokens_consecutivos,n_tokens_a,n_tokens_b
doc_1029b8f4fef9beca,62,63,doc_1029b8f4fef9beca_ch_0062,doc_1029b8f4fef9beca_ch_0063,0.2091,60,73
doc_1029b8f4fef9beca,63,64,doc_1029b8f4fef9beca_ch_0063,doc_1029b8f4fef9beca_ch_0064,0.2018,73,64
doc_1029b8f4fef9beca,64,65,doc_1029b8f4fef9beca_ch_0064,doc_1029b8f4fef9beca_ch_0065,0.2453,64,68
doc_1029b8f4fef9beca,65,66,doc_1029b8f4fef9beca_ch_0065,doc_1029b8f4fef9beca_ch_0066,0.297,68,63
doc_1029b8f4fef9beca,66,67,doc_1029b8f4fef9beca_ch_0066,doc_1029b8f4fef9beca_ch_0067,0.181,63,61
doc_1029b8f4fef9beca,67,68,doc_1029b8f4fef9beca_ch_0067,doc_1029b8f4fef9beca_ch_0068,0.2353,61,65
doc_1029b8f4fef9beca,68,69,doc_1029b8f4fef9beca_ch_0068,doc_1029b8f4fef9beca_ch_0069,0.2368,65,76
doc_1029b8f4fef9beca,69,70,doc_1029b8f4fef9beca_ch_0069,doc_1029b8f4fef9beca_ch_0070,0.2368,76,65
doc_1029b8f4fef9beca,70,71,doc_1029b8f4fef9beca_ch_0070,doc_1029b8f4fef9beca_ch_0071,0.2407,65,69
doc_1029b8f4fef9beca,71,72,doc_1029b8f4fef9beca_ch_0071,doc_1029b8f4fef9beca_ch_0072,0.2389,69,71
doc_1029b8f4fef9beca,72,73,doc_1029b8f4fef9beca_ch_0072,doc_1029b8f4fef9beca_ch_0073,0.2243,71,60
doc_1029b8f4fef9beca,73,74,doc_1029b8f4fef9beca_ch_0073,doc_1029b8f4fef9beca_ch_0074,0.2793,60,82
doc_1029b8f4fef9beca,74,75,doc_1029b8f4fef9beca_ch_0074,doc_1029b8f4fef9beca_ch_0075,0.2764,82,75
doc_1029b8f4fef9beca,75,76,doc_1029b8f4fef9beca_ch_0075,doc_1029b8f4fef9beca_ch_0076,0.2155,75,66
doc_1029b8f4fef9beca,76,77,doc_1029b8f4fef9beca_ch_0076,doc_1029b8f4fef9beca_ch_0077,0.2342,66,71
doc_1029b8f4fef9beca,77,78,doc_1029b8f4fef9beca_ch_0077,doc_1029b8f4fef9beca_ch_0078,0.2551,71,52
doc_1029b8f4fef9beca,78,79,doc_1029b8f4fef9beca_ch_0078,doc_1029b8f4fef9beca_ch_0079,0.3182,52,64
doc_1029b8f4fef9beca,79,80,doc_1029b8f4fef9beca_ch_0079,doc_1029b8f4fef9beca_ch_0080,0.213,64,67
doc_1029b8f4fef9beca,80,81,doc_1029b8f4fef9beca_ch_0080,doc_1029b8f4fef9beca_ch_0081,0.2243,67,64
doc_1029b8f4fef9beca,81,82,doc_1029b8f4fef9beca_ch_0081,doc_1029b8f4fef9beca_ch_0082,0.2241,64,78
doc_1029b8f4fef9beca,82,83,doc_1029b8f4fef9beca_ch_0082,doc_1029b8f4fef9beca_ch_0083,0.3056,78,63
doc_1029b8f4fef9beca,83,84,doc_1029b8f4fef9beca_ch_0083,doc_1029b8f4fef9beca_ch_0084,0.31,63,68
doc_1029b8f4fef9beca,84,85,doc_1029b8f4fef9beca_ch_0084,doc_1029b8f4fef9beca_ch_0085,0.2696,68,78
doc_1029b8f4fef9beca,85,86,doc_1029b8f4fef9beca_ch_0085,doc_1029b8f4fef9beca_ch_0086,0.2437,78,70
doc_1029b8f4fef9beca,86,87,doc_1029b8f4fef9beca_ch_0086,doc_1029b8f4fef9beca_ch_0087,0.3077,70,66
doc_1029b8f4fef9beca,87,88,doc_1029b8f4fef9beca_ch_0087,doc_1029b8f4fef9beca_ch_0088,0.2033,66,82
doc_1029b8f4fef9beca,88,89,doc_1029b8f4fef9beca_ch_0088,doc_1029b8f4fef9beca_ch_0089,0.2966,82,71
doc_1029b8f4fef9beca,89,90,doc_1029b8f4fef9beca_ch_0089,doc_1029b8f4fef9beca_ch_0090,0.2931,71,79
doc_1029b8f4fef9beca,90,91,doc_1029b8f4fef9beca_ch_0090,doc_1029b8f4fef9beca_ch_0091,0.2764,79,78
doc_1029b8f4fef9beca,91,92,doc_1029b8f4fef9beca_ch_0091,doc_1029b8f4fef9beca_ch_0092,0.2131,78,70
doc_1029b8f4fef9beca,92,93,doc_1029b8f4fef9beca_ch_0092,doc_1029b8f4fef9beca_ch_0093,0.2193,70,69
doc_1029b8f4fef9beca,93,94,doc_1029b8f4fef9beca_ch_0093,doc_1029b8f4fef9beca_ch_0094,0.2411,69,70
doc_1029b8f4fef9beca,94,95,doc_1029b8f4fef9beca_ch_0094,doc_1029b8f4fef9beca_ch_0095,0.243,70,63
doc_1029b8f4fef9beca,95,96,doc_1029b8f4fef9beca_ch_0095,doc_1029b8f4fef9beca_ch_0096,0.2843,63,68
doc_1029b8f4fef9beca,96,97,doc_1029b8f4fef9beca_ch_0096,doc_1029b8f4fef9beca_ch_0097,0.2642,68,66
doc_1029b8f4fef9beca,97,98,doc_1029b8f4fef9beca_ch_0097,doc_1029b8f4fef9beca_ch_0098,0.3304,66,83
doc_1029b8f4fef9beca,98,99,doc_1029b8f4fef9beca_ch_0098,doc_1029b8f4fef9beca_ch_0099,0.1628,83,67
doc_1029b8f4fef9beca,99,100,doc_1029b8f4fef9beca_ch_0099,doc_1029b8f4fef9beca_ch_0100,0.2788,67,66
doc_1029b8f4fef9beca,100,101,doc_1029b8f4fef9beca_ch_0100,doc_1029b8f4fef9beca_ch_0101,0.2167,66,80
doc_1029b8f4fef9beca,101,102,doc_1029b8f4fef9beca_ch_0101,doc_1029b8f4fef9beca_ch_0102,0.2705,80,75
doc_1029b8f4fef9beca,102,103,doc_1029b8f4fef9beca_ch_0102,doc_1029b8f4fef9beca_ch_0103,0.2308,75,85
doc_1029b8f4fef9beca,103,104,doc_1029b8f4fef9beca_ch_0103,doc_1029b8f4fef9beca_ch_0104,0.2419,85,69
doc_1029b8f4fef9beca,104,105,doc_1029b8f4fef9beca_ch_0104,doc_1029b8f4fef9beca_ch_0105,0.2609,69,76
doc_1029b8f4fef9beca,105,106,doc_1029b8f4fef9beca_ch_0105,doc_1029b8f4fef9beca_ch_0106,0.219,76,52
doc_1055808810073bc2,1,2,doc_1055808810073bc2_ch_0001,doc_1055808810073bc2_ch_0002,0.368,83,88
doc_1055808810073bc2,2,3,doc_1055808810073bc2_ch_0002,doc_1055808810073bc2_ch_0003,0.1463,88,53
doc_1055808810073bc2,3,4,doc_1055808810073bc2_ch_0003,doc_1055808810073bc2_ch_0004,0.233,53,74
doc_1055808810073bc2,4,5,doc_1055808810073bc2_ch_0004,doc_1055808810073bc2_ch_0005,0.2885,74,60
doc_1055808810073bc2,5,6,doc_1055808810073bc2_ch_0005,doc_1055808810073bc2_ch_0006,0.2525,60,64
doc_1055808810073bc2,6,7,doc_1055808810073bc2_ch_0006,doc_1055808810073bc2_ch_0007,0.2566,64,78
doc_1055808810073bc2,7,8,doc_1055808810073bc2_ch_0007,doc_1055808810073bc2_ch_0008,0.2946,78,67
doc_1055808810073bc2,8,9,doc_1055808810073bc2_ch_0008,doc_1055808810073bc2_ch_0009,0.25,67,78
doc_1055808810073bc2,9,10,doc_1055808810073bc2_ch_0009,doc_1055808810073bc2_ch_0010,0.3197,78,83
doc_1055808810073bc2,10,11,doc_1055808810073bc2_ch_0010,doc_1055808810073bc2_ch_0011,0.3175,83,83
doc_1055808810073bc2,11,12,doc_1055808810073bc2_ch_0011,doc_1055808810073bc2_ch_0012,0.2687,83,87
doc_1055808810073bc2,12,13,doc_1055808810073bc2_ch_0012,doc_1055808810073bc2_ch_0013,0.2593,87,83
doc_1055808810073bc2,13,14,doc_1055808810073bc2_ch_0013,doc_1055808810073bc2_ch_0014,0.28,83,77
doc_1055808810073bc2,14,15,doc_1055808810073bc2_ch_0014,doc_1055808810073bc2_ch_0015,0.2735,77,72
doc_1055808810073bc2,15,16,doc_1055808810073bc2_ch_0015,doc_1055808810073bc2_ch_0016,0.2705,72,83
doc_1055808810073bc2,16,17,doc_1055808810073bc2_ch_0016,doc_1055808810073bc2_ch_0017,0.3109,83,73
doc_1055808810073bc2,17,18,doc_1055808810073bc2_ch_0017,doc_1055808810073bc2_ch_0018,0.2296,73,93
doc_1055808810073bc2,18,19,doc_1055808810073bc2_ch_0018,doc_1055808810073bc2_ch_0019,0.2782,93,77
doc_1055808810073bc2,19,20,doc_1055808810073bc2_ch_0019,doc_1055808810073bc2_ch_0020,0.2205,77,78
doc_1055808810073bc2,20,21,doc_1055808810073bc2_ch_0020,doc_1055808810073bc2_ch_0021,0.2975,78,79
doc_1055808810073bc2,21,22,doc_1055808810073bc2_ch_0021,doc_1055808810073bc2_ch_0022,0.3421,79,74
doc_1055808810073bc2,22,23,doc_1055808810073bc2_ch_0022,doc_1055808810073bc2_ch_0023,0.271,74,62
doc_1055808810073bc2,23,24,doc_1055808810073bc2_ch_0023,doc_1055808810073bc2_ch_0024,0.37,62,75
doc_1055808810073bc2,24,25,doc_1055808810073bc2_ch_0024,doc_1055808810073bc2_ch_0025,0.3077,75,61
doc_1055808810073bc2,25,26,doc_1055808810073bc2_ch_0025,doc_1055808810073bc2_ch_0026,0.2685,61,76
doc_1055808810073bc2,26,27,doc_1055808810073bc2_ch_0026,doc_1055808810073bc2_ch_0027,0.252,76,78
doc_1055808810073bc2,27,28,doc_1055808810073bc2_ch_0027,doc_1055808810073bc2_ch_0028,0.2793,78,64
doc_1055808810073bc2,28,29,doc_1055808810073bc2_ch_0028,doc_1055808810073bc2_ch_0029,0.2655,64,79
doc_1055808810073bc2,29,30,doc_1055808810073bc2_ch_0029,doc_1055808810073bc2_ch_0030,0.184,79,69
doc_1055808810073bc2,30,31,doc_1055808810073bc2_ch_0030,doc_1055808810073bc2_ch_0031,0.2527,69,45
doc_11e122f8db3f0253,1,2,doc_11e122f8db3f0253_ch_0001,doc_11e122f8db3f0253_ch_0002,0.197,87,71
doc_11e122f8db3f0253,2,3,doc_11e122f8db3f0253_ch_0002,doc_11e122f8db3f0253_ch_0003,0.1549,71,93
doc_11e122f8db3f0253,3,4,doc_11e122f8db3f0253_ch_0003,doc_11e122f8db3f0253_ch_0004,0.2482,93,83
doc_11e122f8db3f0253,4,5,doc_11e122f8db3f0253_ch_0004,doc_11e122f8db3f0253_ch_0005,0.2695,83,96
doc_11e122f8db3f0253,5,6,doc_11e122f8db3f0253_ch_0005,doc_11e122f8db3f0253_ch_0006,0.2632,96,96
doc_11e122f8db3f0253,6,7,doc_11e122f8db3f0253_ch_0006,doc_11e122f8db3f0253_ch_0007,0.2517,96,88
doc_11e122f8db3f0253,7,8,doc_11e122f8db3f0253_ch_0007,doc_11e122f8db3f0253_ch_0008,0.2695,88,91
doc_11e122f8db3f0253,8,9,doc_11e122f8db3f0253_ch_0008,doc_11e122f8db3f0253_ch_0009,0.2215,91,91
doc_11e122f8db3f0253,9,10,doc_11e122f8db3f0253_ch_0009,doc_11e122f8db3f0253_ch_0010,0.2044,91,74
doc_11e122f8db3f0253,10,11,doc_11e122f8db3f0253_ch_0010,doc_11e122f8db3f0253_ch_0011,0.2095,74,53
doc_11e122f8db3f0253,11,12,doc_11e122f8db3f0253_ch_0011,doc_11e122f8db3f0253_ch_0012,0.3667,53,70
doc_11e122f8db3f0253,12,13,doc_11e122f8db3f0253_ch_0012,doc_11e122f8db3f0253_ch_0013,0.2538,70,93
doc_11e122f8db3f0253,13,14,doc_11e122f8db3f0253_ch_0013,doc_11e122f8db3f0253_ch_0014,0.2446,93,80
doc_11e122f8db3f0253,14,15,doc_11e122f8db3f0253_ch_0014,doc_11e122f8db3f0253_ch_0015,0.2135,80,28
doc_124f0c4d1195ab02,1,2,doc_124f0c4d1195ab02_ch_0001,doc_124f0c4d1195ab02_ch_0002,0.3182,70,75
doc_124f0c4d1195ab02,2,3,doc_124f0c4d1195ab02_ch_0002,doc_124f0c4d1195ab02_ch_0003,0.1892,75,57
doc_124f0c4d1195ab02,3,4,doc_124f0c4d1195ab02_ch_0003,doc_124f0c4d1195ab02_ch_0004,0.2593,57,79
doc_124f0c4d1195ab02,4,5,doc_124f0c4d1195ab02_ch_0004,doc_124f0c4d1195ab02_ch_0005,0.2923,79,89
doc_124f0c4d1195ab02,5,6,doc_124f0c4d1195ab02_ch_0005,doc_124f0c4d1195ab02_ch_0006,0.2029,89,77
doc_124f0c4d1195ab02,6,7,doc_124f0c4d1195ab02_ch_0006,doc_124f0c4d1195ab02_ch_0007,0.2712,77,73
doc_124f0c4d1195ab02,7,8,doc_124f0c4d1195ab02_ch_0007,doc_124f0c4d1195ab02_ch_0008,0.2667,73,79
doc_124f0c4d1195ab02,8,9,doc_124f0c4d1195ab02_ch_0008,doc_124f0c4d1195ab02_ch_0009,0.3333,79,69
doc_124f0c4d1195ab02,9,10,doc_124f0c4d1195ab02_ch_0009,doc_124f0c4d1195ab02_ch_0010,0.2895,69,78
doc_124f0c4d1195ab02,10,11,doc_124f0c4d1195ab02_ch_0010,doc_124f0c4d1195ab02_ch_0011,0.2791,78,87
doc_124f0c4d1195ab02,11,12,doc_124f0c4d1195ab02_ch_0011,doc_124f0c4d1195ab02_ch_0012,0.1574,87,38
doc_124f0c4d1195ab02,12,13,doc_124f0c4d1195ab02_ch_0012,doc_124f0c4d1195ab02_ch_0013,0.1776,38,88
doc_124f0c4d1195ab02,13,14,doc_124f0c4d1195ab02_ch_0013,doc_124f0c4d1195ab02_ch_0014,0.2857,88,83
doc_124f0c4d1195ab02,14,15,doc_124f0c4d1195ab02_ch_0014,doc_124f0c4d1195ab02_ch_0015,0.2206,83,83
doc_124f0c4d1195ab02,15,16,doc_124f0c4d1195ab02_ch_0015,doc_124f0c4d1195ab02_ch_0016,0.2059,83,81
doc_124f0c4d1195ab02,16,17,doc_124f0c4d1195ab02_ch_0016,doc_124f0c4d1195ab02_ch_0017,0.2197,81,80
doc_124f0c4d1195ab02,17,18,doc_124f0c4d1195ab02_ch_0017,doc_124f0c4d1195ab02_ch_0018,0.219,80,87
doc_124f0c4d1195ab02,18,19,doc_124f0c4d1195ab02_ch_0018,doc_124f0c4d1195ab02_ch_0019,0.2891,87,78
doc_124f0c4d1195ab02,19,20,doc_124f0c4d1195ab02_ch_0019,doc_124f0c4d1195ab02_ch_0020,0.2615,78,86
doc_124f0c4d1195ab02,20,21,doc_124f0c4d1195ab02_ch_0020,doc_124f0c4d1195ab02_ch_0021,0.3016,86,78
doc_124f0c4d1195ab02,21,22,doc_124f0c4d1195ab02_ch_0021,doc_124f0c4d1195ab02_ch_0022,0.2558,78,84
doc_124f0c4d1195ab02,22,23,doc_124f0c4d1195ab02_ch_0022,doc_124f0c4d1195ab02_ch_0023,0.2212,84,54
doc_124f0c4d1195ab02,23,24,doc_124f0c4d1195ab02_ch_0023,doc_124f0c4d1195ab02_ch_0024,0.2105,54,84
doc_124f0c4d1195ab02,24,25,doc_124f0c4d1195ab02_ch_0024,doc_124f0c4d1195ab02_ch_0025,0.1958,84,87
doc_124f0c4d1195ab02,25,26,doc_124f0c4d1195ab02_ch_0025,doc_124f0c4d1195ab02_ch_0026,0.1915,87,81
doc_124f0c4d1195ab02,26,27,doc_124f0c4d1195ab02_ch_0026,doc_124f0c4d1195ab02_ch_0027,0.2385,81,80
doc_124f0c4d1195ab02,27,28,doc_124f0c4d1195ab02_ch_0027,doc_124f0c4d1195ab02_ch_0028,0.3548,80,88
doc_124f0c4d1195ab02,28,29,doc_124f0c4d1195ab02_ch_0028,doc_124f0c4d1195ab02_ch_0029,0.2324,88,87
doc_124f0c4d1195ab02,29,30,doc_124f0c4d1195ab02_ch_0029,doc_124f0c4d1195ab02_ch_0030,0.25,87,93
doc_124f0c4d1195ab02,30,31,doc_124f0c4d1195ab02_ch_0030,doc_124f0c4d1195ab02_ch_0031,0.2614,93,100
doc_124f0c4d1195ab02,31,32,doc_124f0c4d1195ab02_ch_0031,doc_124f0c4d1195ab02_ch_0032,0.2617,100,88
doc_124f0c4d1195ab02,32,33,doc_124f0c4d1195ab02_ch_0032,doc_124f0c4d1195ab02_ch_0033,0.2282,88,95
doc_124f0c4d1195ab02,33,34,doc_124f0c4d1195ab02_ch_0033,doc_124f0c4d1195ab02_ch_0034,0.2237,95,91
doc_124f0c4d1195ab02,34,35,doc_124f0c4d1195ab02_ch_0034,doc_124f0c4d1195ab02_ch_0035,0.2587,91,89
doc_124f0c4d1195ab02,35,36,doc_124f0c4d1195ab02_ch_0035,doc_124f0c4d1195ab02_ch_0036,0.2761,89,82
doc_124f0c4d1195ab02,36,37,doc_124f0c4d1195ab02_ch_0036,doc_124f0c4d1195ab02_ch_0037,0.2969,82,84
doc_124f0c4d1195ab02,37,38,doc_124f0c4d1195ab02_ch_0037,doc_124f0c4d1195ab02_ch_0038,0.2366,84,78
doc_124f0c4d1195ab02,38,39,doc_124f0c4d1195ab02_ch_0038,doc_124f0c4d1195ab02_ch_0039,0.2373,78,68
doc_124f0c4d1195ab02,39,40,doc_124f0c4d1195ab02_ch_0039,doc_124f0c4d1195ab02_ch_0040,0.1912,68,94
doc_124f0c4d1195ab02,40,41,doc_124f0c4d1195ab02_ch_0040,doc_124f0c4d1195ab02_ch_0041,0.2685,94,95
doc_124f0c4d1195ab02,41,42,doc_124f0c4d1195ab02_ch_0041,doc_124f0c4d1195ab02_ch_0042,0.2516,95,104
doc_124f0c4d1195ab02,42,43,doc_124f0c4d1195ab02_ch_0042,doc_124f0c4d1195ab02_ch_0043,0.2121,104,96
doc_124f0c4d1195ab02,43,44,doc_124f0c4d1195ab02_ch_0043,doc_124f0c4d1195ab02_ch_0044,0.2349,96,88
doc_124f0c4d1195ab02,44,45,doc_124f0c4d1195ab02_ch_0044,doc_124f0c4d1195ab02_ch_0045,0.2662,88,88
doc_124f0c4d1195ab02,45,46,doc_124f0c4d1195ab02_ch_0045,doc_124f0c4d1195ab02_ch_0046,0.2966,88,65
doc_124f0c4d1195ab02,46,47,doc_124f0c4d1195ab02_ch_0046,doc_124f0c4d1195ab02_ch_0047,0.2404,65,64
doc_124f0c4d1195ab02,47,48,doc_124f0c4d1195ab02_ch_0047,doc_124f0c4d1195ab02_ch_0048,0.125,64,17
doc_12c6ce2d2fba4df1,1,2,doc_12c6ce2d2fba4df1_ch_0001,doc_12c6ce2d2fba4df1_ch_0002,0.2424,107,98
doc_12c6ce2d2fba4df1,2,3,doc_12c6ce2d2fba4df1_ch_0002,doc_12c6ce2d2fba4df1_ch_0003,0.2754,98,78
doc_12c6ce2d2fba4df1,3,4,doc_12c6ce2d2fba4df1_ch_0003,doc_12c6ce2d2fba4df1_ch_0004,0.2804,78,59
doc_12c6ce2d2fba4df1,4,5,doc_12c6ce2d2fba4df1_ch_0004,doc_12c6ce2d2fba4df1_ch_0005,0.2414,59,85
doc_12c6ce2d2fba4df1,5,6,doc_12c6ce2d2fba4df1_ch_0005,doc_12c6ce2d2fba4df1_ch_0006,0.3158,85,90
doc_12c6ce2d2fba4df1,6,7,doc_12c6ce2d2fba4df1_ch_0006,doc_12c6ce2d2fba4df1_ch_0007,0.2867,90,94
doc_12c6ce2d2fba4df1,7,8,doc_12c6ce2d2fba4df1_ch_0007,doc_12c6ce2d2fba4df1_ch_0008,0.2168,94,80
doc_12c6ce2d2fba4df1,8,9,doc_12c6ce2d2fba4df1_ch_0008,doc_12c6ce2d2fba4df1_ch_0009,0.2764,80,77
doc_12c6ce2d2fba4df1,9,10,doc_12c6ce2d2fba4df1_ch_0009,doc_12c6ce2d2fba4df1_ch_0010,0.25,77,73
doc_12c6ce2d2fba4df1,10,11,doc_12c6ce2d2fba4df1_ch_0010,doc_12c6ce2d2fba4df1_ch_0011,0.3115,73,87
doc_12c6ce2d2fba4df1,11,12,doc_12c6ce2d2fba4df1_ch_0011,doc_12c6ce2d2fba4df1_ch_0012,0.256,87,70
doc_12c6ce2d2fba4df1,12,13,doc_12c6ce2d2fba4df1_ch_0012,doc_12c6ce2d2fba4df1_ch_0013,0.2783,70,77
doc_12c6ce2d2fba4df1,13,14,doc_12c6ce2d2fba4df1_ch_0013,doc_12c6ce2d2fba4df1_ch_0014,0.24,77,78
doc_12c6ce2d2fba4df1,14,15,doc_12c6ce2d2fba4df1_ch_0014,doc_12c6ce2d2fba4df1_ch_0015,0.1908,78,78
doc_12c6ce2d2fba4df1,15,16,doc_12c6ce2d2fba4df1_ch_0015,doc_12c6ce2d2fba4df1_ch_0016,0.2937,78,85
doc_12c6ce2d2fba4df1,16,17,doc_12c6ce2d2fba4df1_ch_0016,doc_12c6ce2d2fba4df1_ch_0017,0.254,85,73
doc_12c6ce2d2fba4df1,17,18,doc_12c6ce2d2fba4df1_ch_0017,doc_12c6ce2d2fba4df1_ch_0018,0.2656,73,89
doc_12c6ce2d2fba4df1,18,19,doc_12c6ce2d2fba4df1_ch_0018,doc_12c6ce2d2fba4df1_ch_0019,0.2097,89,61
doc_12c6ce2d2fba4df1,19,20,doc_12c6ce2d2fba4df1_ch_0019,doc_12c6ce2d2fba4df1_ch_0020,0.1407,61,93
doc_12c6ce2d2fba4df1,20,21,doc_12c6ce2d2fba4df1_ch_0020,doc_12c6ce2d2fba4df1_ch_0021,0.2482,93,83
doc_12c6ce2d2fba4df1,21,22,doc_12c6ce2d2fba4df1_ch_0021,doc_12c6ce2d2fba4df1_ch_0022,0.2394,83,93
doc_12c6ce2d2fba4df1,22,23,doc_12c6ce2d2fba4df1_ch_0022,doc_12c6ce2d2fba4df1_ch_0023,0.2014,93,80
doc_12c6ce2d2fba4df1,23,24,doc_12c6ce2d2fba4df1_ch_0023,doc_12c6ce2d2fba4df1_ch_0024,0.256,80,77
doc_12c6ce2d2fba4df1,24,25,doc_12c6ce2d2fba4df1_ch_0024,doc_12c6ce2d2fba4df1_ch_0025,0.2713,77,87
doc_12c6ce2d2fba4df1,25,26,doc_12c6ce2d2fba4df1_ch_0025,doc_12c6ce2d2fba4df1_ch_0026,0.2778,87,74
doc_12c6ce2d2fba4df1,26,27,doc_12c6ce2d2fba4df1_ch_0026,doc_12c6ce2d2fba4df1_ch_0027,0.2586,74,72
doc_12c6ce2d2fba4df1,27,28,doc_12c6ce2d2fba4df1_ch_0027,doc_12c6ce2d2fba4df1_ch_0028,0.2033,72,76
doc_12c6ce2d2fba4df1,28,29,doc_12c6ce2d2fba4df1_ch_0028,doc_12c6ce2d2fba4df1_ch_0029,0.3419,76,81
doc_12c6ce2d2fba4df1,29,30,doc_12c6ce2d2fba4df1_ch_0029,doc_12c6ce2d2fba4df1_ch_0030,0.2857,81,81
doc_12c6ce2d2fba4df1,30,31,doc_12c6ce2d2fba4df1_ch_0030,doc_12c6ce2d2fba4df1_ch_0031,0.2424,81,83
doc_12c6ce2d2fba4df1,31,32,doc_12c6ce2d2fba4df1_ch_0031,doc_12c6ce2d2fba4df1_ch_0032,0.2263,83,85
doc_12c6ce2d2fba4df1,32,33,doc_12c6ce2d2fba4df1_ch_0032,doc_12c6ce2d2fba4df1_ch_0033,0.2286,85,87
doc_12c6ce2d2fba4df1,33,34,doc_12c6ce2d2fba4df1_ch_0033,doc_12c6ce2d2fba4df1_ch_0034,0.1835,87,100
doc_12c6ce2d2fba4df1,34,35,doc_12c6ce2d2fba4df1_ch_0034,doc_12c6ce2d2fba4df1_ch_0035,0.2552,100,82
doc_12c6ce2d2fba4df1,35,36,doc_12c6ce2d2fba4df1_ch_0035,doc_12c6ce2d2fba4df1_ch_0036,0.325,82,77
doc_12c6ce2d2fba4df1,36,37,doc_12c6ce2d2fba4df1_ch_0036,doc_12c6ce2d2fba4df1_ch_0037,0.283,77,59
doc_12c6ce2d2fba4df1,37,38,doc_12c6ce2d2fba4df1_ch_0037,doc_12c6ce2d2fba4df1_ch_0038,0.2185,59,86
doc_12c6ce2d2fba4df1,38,39,doc_12c6ce2d2fba4df1_ch_0038,doc_12c6ce2d2fba4df1_ch_0039,0.2385,86,75
doc_12c6ce2d2fba4df1,39,40,doc_12c6ce2d2fba4df1_ch_0039,doc_12c6ce2d2fba4df1_ch_0040,0.2031,75,79
doc_12c6ce2d2fba4df1,40,41,doc_12c6ce2d2fba4df1_ch_0040,doc_12c6ce2d2fba4df1_ch_0041,0.1846,79,75
doc_12c6ce2d2fba4df1,41,42,doc_12c6ce2d2fba4df1_ch_0041,doc_12c6ce2d2fba4df1_ch_0042,0.2109,75,80
doc_12c6ce2d2fba4df1,42,43,doc_12c6ce2d2fba4df1_ch_0042,doc_12c6ce2d2fba4df1_ch_0043,0.3065,80,82
doc_12c6ce2d2fba4df1,43,44,doc_12c6ce2d2fba4df1_ch_0043,doc_12c6ce2d2fba4df1_ch_0044,0.1456,82,99
doc_12c6ce2d2fba4df1,44,45,doc_12c6ce2d2fba4df1_ch_0044,doc_12c6ce2d2fba4df1_ch_0045,0.1944,99,73
doc_12c6ce2d2fba4df1,45,46,doc_12c6ce2d2fba4df1_ch_0045,doc_12c6ce2d2fba4df1_ch_0046,0.2222,73,81
doc_12c6ce2d2fba4df1,46,47,doc_12c6ce2d2fba4df1_ch_0046,doc_12c6ce2d2fba4df1_ch_0047,0.2692,81,84
doc_12c6ce2d2fba4df1,47,48,doc_12c6ce2d2fba4df1_ch_0047,doc_12c6ce2d2fba4df1_ch_0048,0.2764,84,73
doc_12c6ce2d2fba4df1,48,49,doc_12c6ce2d2fba4df1_ch_0048,doc_12c6ce2d2fba4df1_ch_0049,0.2672,73,74
doc_12c6ce2d2fba4df1,49,50,doc_12c6ce2d2fba4df1_ch_0049,doc_12c6ce2d2fba4df1_ch_0050,0.2562,74,78
doc_12c6ce2d2fba4df1,50,51,doc_12c6ce2d2fba4df1_ch_0050,doc_12c6ce2d2fba4df1_ch_0051,0.2126,78,76
doc_12c6ce2d2fba4df1,51,52,doc_12c6ce2d2fba4df1_ch_0051,doc_12c6ce2d2fba4df1_ch_0052,0.229,76,85
doc_12c6ce2d2fba4df1,52,53,doc_12c6ce2d2fba4df1_ch_0052,doc_12c6ce2d2fba4df1_ch_0053,0.2384,85,102
doc_12c6ce2d2fba4df1,53,54,doc_12c6ce2d2fba4df1_ch_0053,doc_12c6ce2d2fba4df1_ch_0054,0.1963,102,93
doc_12c6ce2d2fba4df1,54,55,doc_12c6ce2d2fba4df1_ch_0054,doc_12c6ce2d2fba4df1_ch_0055,0.2162,93,87
doc_12c6ce2d2fba4df1,55,56,doc_12c6ce2d2fba4df1_ch_0055,doc_12c6ce2d2fba4df1_ch_0056,0.2707,87,82
doc_12c6ce2d2fba4df1,56,57,doc_12c6ce2d2fba4df1_ch_0056,doc_12c6ce2d2fba4df1_ch_0057,0.2645,82,71
doc_12c6ce2d2fba4df1,57,58,doc_12c6ce2d2fba4df1_ch_0057,doc_12c6ce2d2fba4df1_ch_0058,0.3058,71,87
doc_12c6ce2d2fba4df1,58,59,doc_12c6ce2d2fba4df1_ch_0058,doc_12c6ce2d2fba4df1_ch_0059,0.2105,87,74
doc_12c6ce2d2fba4df1,59,60,doc_12c6ce2d2fba4df1_ch_0059,doc_12c6ce2d2fba4df1_ch_0060,0.2381,74,82
doc_12c6ce2d2fba4df1,60,61,doc_12c6ce2d2fba4df1_ch_0060,doc_12c6ce2d2fba4df1_ch_0061,0.1974,82,100
doc_12c6ce2d2fba4df1,61,62,doc_12c6ce2d2fba4df1_ch_0061,doc_12c6ce2d2fba4df1_ch_0062,0.2361,100,78
doc_12c6ce2d2fba4df1,62,63,doc_12c6ce2d2fba4df1_ch_0062,doc_12c6ce2d2fba4df1_ch_0063,0.2263,78,90
doc_12c6ce2d2fba4df1,63,64,doc_12c6ce2d2fba4df1_ch_0063,doc_12c6ce2d2fba4df1_ch_0064,0.2929,90,91
