doc_id,chunk_index_a,chunk_index_b,chunk_id_a,chunk_id_b,jaccard_tokens_consecutivos,n_tokens_a,n_tokens_b
doc_047d9aa2d7261b26,115,116,doc_047d9aa2d7261b26_ch_0115,doc_047d9aa2d7261b26_ch_0116,0.2419,74,80
doc_047d9aa2d7261b26,116,117,doc_047d9aa2d7261b26_ch_0116,doc_047d9aa2d7261b26_ch_0117,0.2602,80,75
doc_047d9aa2d7261b26,117,118,doc_047d9aa2d7261b26_ch_0117,doc_047d9aa2d7261b26_ch_0118,0.265,75,73
doc_047d9aa2d7261b26,118,119,doc_047d9aa2d7261b26_ch_0118,doc_047d9aa2d7261b26_ch_0119,0.2645,73,80
doc_047d9aa2d7261b26,119,120,doc_047d9aa2d7261b26_ch_0119,doc_047d9aa2d7261b26_ch_0120,0.2538,80,83
doc_047d9aa2d7261b26,120,121,doc_047d9aa2d7261b26_ch_0120,doc_047d9aa2d7261b26_ch_0121,0.336,83,84
doc_047d9aa2d7261b26,121,122,doc_047d9aa2d7261b26_ch_0121,doc_047d9aa2d7261b26_ch_0122,0.254,84,74
doc_047d9aa2d7261b26,122,123,doc_047d9aa2d7261b26_ch_0122,doc_047d9aa2d7261b26_ch_0123,0.3137,74,60
doc_047d9aa2d7261b26,123,124,doc_047d9aa2d7261b26_ch_0123,doc_047d9aa2d7261b26_ch_0124,0.3298,60,65
doc_047d9aa2d7261b26,124,125,doc_047d9aa2d7261b26_ch_0124,doc_047d9aa2d7261b26_ch_0125,0.213,65,66
doc_047d9aa2d7261b26,125,126,doc_047d9aa2d7261b26_ch_0125,doc_047d9aa2d7261b26_ch_0126,0.186,66,36
doc_047d9aa2d7261b26,126,127,doc_047d9aa2d7261b26_ch_0126,doc_047d9aa2d7261b26_ch_0127,0.1905,36,14
doc_0a02c0b1be74620a,1,2,doc_0a02c0b1be74620a_ch_0001,doc_0a02c0b1be74620a_ch_0002,0.2358,38,93
doc_0a02c0b1be74620a,2,3,doc_0a02c0b1be74620a_ch_0002,doc_0a02c0b1be74620a_ch_0003,0.2569,93,88
doc_0a02c0b1be74620a,3,4,doc_0a02c0b1be74620a_ch_0003,doc_0a02c0b1be74620a_ch_0004,0.2789,88,100
doc_0a02c0b1be74620a,4,5,doc_0a02c0b1be74620a_ch_0004,doc_0a02c0b1be74620a_ch_0005,0.2837,100,81
doc_0a02c0b1be74620a,5,6,doc_0a02c0b1be74620a_ch_0005,doc_0a02c0b1be74620a_ch_0006,0.2741,81,91
doc_0a02c0b1be74620a,6,7,doc_0a02c0b1be74620a_ch_0006,doc_0a02c0b1be74620a_ch_0007,0.2313,91,90
doc_0a02c0b1be74620a,7,8,doc_0a02c0b1be74620a_ch_0007,doc_0a02c0b1be74620a_ch_0008,0.2786,90,89
doc_0a02c0b1be74620a,8,9,doc_0a02c0b1be74620a_ch_0008,doc_0a02c0b1be74620a_ch_0009,0.1975,89,99
doc_0a02c0b1be74620a,9,10,doc_0a02c0b1be74620a_ch_0009,doc_0a02c0b1be74620a_ch_0010,0.2147,99,99
doc_0a02c0b1be74620a,10,11,doc_0a02c0b1be74620a_ch_0010,doc_0a02c0b1be74620a_ch_0011,0.2581,99,96
doc_0a02c0b1be74620a,11,12,doc_0a02c0b1be74620a_ch_0011,doc_0a02c0b1be74620a_ch_0012,0.3116,96,85
doc_0a02c0b1be74620a,12,13,doc_0a02c0b1be74620a_ch_0012,doc_0a02c0b1be74620a_ch_0013,0.3065,85,77
doc_0a02c0b1be74620a,13,14,doc_0a02c0b1be74620a_ch_0013,doc_0a02c0b1be74620a_ch_0014,0.2632,77,91
doc_0a02c0b1be74620a,14,15,doc_0a02c0b1be74620a_ch_0014,doc_0a02c0b1be74620a_ch_0015,0.2837,91,90
doc_0a02c0b1be74620a,15,16,doc_0a02c0b1be74620a_ch_0015,doc_0a02c0b1be74620a_ch_0016,0.2639,90,92
doc_0a02c0b1be74620a,16,17,doc_0a02c0b1be74620a_ch_0016,doc_0a02c0b1be74620a_ch_0017,0.2734,92,85
doc_0a02c0b1be74620a,17,18,doc_0a02c0b1be74620a_ch_0017,doc_0a02c0b1be74620a_ch_0018,0.24,85,101
doc_0a02c0b1be74620a,18,19,doc_0a02c0b1be74620a_ch_0018,doc_0a02c0b1be74620a_ch_0019,0.2236,101,96
doc_0a02c0b1be74620a,19,20,doc_0a02c0b1be74620a_ch_0019,doc_0a02c0b1be74620a_ch_0020,0.2157,96,90
doc_0a02c0b1be74620a,20,21,doc_0a02c0b1be74620a_ch_0020,doc_0a02c0b1be74620a_ch_0021,0.2639,90,92
doc_0a02c0b1be74620a,21,22,doc_0a02c0b1be74620a_ch_0021,doc_0a02c0b1be74620a_ch_0022,0.25,92,83
doc_0a02c0b1be74620a,22,23,doc_0a02c0b1be74620a_ch_0022,doc_0a02c0b1be74620a_ch_0023,0.296,83,79
doc_0a02c0b1be74620a,23,24,doc_0a02c0b1be74620a_ch_0023,doc_0a02c0b1be74620a_ch_0024,0.2143,79,91
doc_0a02c0b1be74620a,24,25,doc_0a02c0b1be74620a_ch_0024,doc_0a02c0b1be74620a_ch_0025,0.2446,91,82
doc_0a02c0b1be74620a,25,26,doc_0a02c0b1be74620a_ch_0025,doc_0a02c0b1be74620a_ch_0026,0.3333,82,82
doc_0a02c0b1be74620a,26,27,doc_0a02c0b1be74620a_ch_0026,doc_0a02c0b1be74620a_ch_0027,0.2409,82,88
doc_0a02c0b1be74620a,27,28,doc_0a02c0b1be74620a_ch_0027,doc_0a02c0b1be74620a_ch_0028,0.2041,88,89
doc_0a02c0b1be74620a,28,29,doc_0a02c0b1be74620a_ch_0028,doc_0a02c0b1be74620a_ch_0029,0.2308,89,87
doc_0a02c0b1be74620a,29,30,doc_0a02c0b1be74620a_ch_0029,doc_0a02c0b1be74620a_ch_0030,0.2837,87,94
doc_0a02c0b1be74620a,30,31,doc_0a02c0b1be74620a_ch_0030,doc_0a02c0b1be74620a_ch_0031,0.2353,94,74
doc_0a02c0b1be74620a,31,32,doc_0a02c0b1be74620a_ch_0031,doc_0a02c0b1be74620a_ch_0032,0.2857,74,43
doc_0dc2e6ecde931dc0,1,2,doc_0dc2e6ecde931dc0_ch_0001,doc_0dc2e6ecde931dc0_ch_0002,0.2092,93,92
doc_0dc2e6ecde931dc0,2,3,doc_0dc2e6ecde931dc0_ch_0002,doc_0dc2e6ecde931dc0_ch_0003,0.2194,92,97
doc_0dc2e6ecde931dc0,3,4,doc_0dc2e6ecde931dc0_ch_0003,doc_0dc2e6ecde931dc0_ch_0004,0.2933,97,97
doc_0dc2e6ecde931dc0,4,5,doc_0dc2e6ecde931dc0_ch_0004,doc_0dc2e6ecde931dc0_ch_0005,0.25,97,78
doc_0dc2e6ecde931dc0,5,6,doc_0dc2e6ecde931dc0_ch_0005,doc_0dc2e6ecde931dc0_ch_0006,0.1538,78,72
doc_0dc2e6ecde931dc0,6,7,doc_0dc2e6ecde931dc0_ch_0006,doc_0dc2e6ecde931dc0_ch_0007,0.2,72,42
doc_0dc2e6ecde931dc0,7,8,doc_0dc2e6ecde931dc0_ch_0007,doc_0dc2e6ecde931dc0_ch_0008,0.1505,42,65
doc_0dc2e6ecde931dc0,8,9,doc_0dc2e6ecde931dc0_ch_0008,doc_0dc2e6ecde931dc0_ch_0009,0.2422,65,94
doc_0dc2e6ecde931dc0,9,10,doc_0dc2e6ecde931dc0_ch_0009,doc_0dc2e6ecde931dc0_ch_0010,0.2519,94,70
doc_0dc2e6ecde931dc0,10,11,doc_0dc2e6ecde931dc0_ch_0010,doc_0dc2e6ecde931dc0_ch_0011,0.3364,70,73
doc_0dc2e6ecde931dc0,11,12,doc_0dc2e6ecde931dc0_ch_0011,doc_0dc2e6ecde931dc0_ch_0012,0.2381,73,83
doc_0dc2e6ecde931dc0,12,13,doc_0dc2e6ecde931dc0_ch_0012,doc_0dc2e6ecde931dc0_ch_0013,0.2761,83,88
doc_0dc2e6ecde931dc0,13,14,doc_0dc2e6ecde931dc0_ch_0013,doc_0dc2e6ecde931dc0_ch_0014,0.2846,88,79
doc_0dc2e6ecde931dc0,14,15,doc_0dc2e6ecde931dc0_ch_0014,doc_0dc2e6ecde931dc0_ch_0015,0.2137,79,80
doc_0dc2e6ecde931dc0,15,16,doc_0dc2e6ecde931dc0_ch_0015,doc_0dc2e6ecde931dc0_ch_0016,0.2538,80,83
doc_0dc2e6ecde931dc0,16,17,doc_0dc2e6ecde931dc0_ch_0016,doc_0dc2e6ecde931dc0_ch_0017,0.2636,83,80
doc_0dc2e6ecde931dc0,17,18,doc_0dc2e6ecde931dc0_ch_0017,doc_0dc2e6ecde931dc0_ch_0018,0.2481,80,86
doc_0dc2e6ecde931dc0,18,19,doc_0dc2e6ecde931dc0_ch_0018,doc_0dc2e6ecde931dc0_ch_0019,0.1837,86,88
doc_0dc2e6ecde931dc0,19,20,doc_0dc2e6ecde931dc0_ch_0019,doc_0dc2e6ecde931dc0_ch_0020,0.2519,88,76
doc_0dc2e6ecde931dc0,20,21,doc_0dc2e6ecde931dc0_ch_0020,doc_0dc2e6ecde931dc0_ch_0021,0.2439,76,77
doc_0dc2e6ecde931dc0,21,22,doc_0dc2e6ecde931dc0_ch_0021,doc_0dc2e6ecde931dc0_ch_0022,0.2246,77,92
doc_0dc2e6ecde931dc0,22,23,doc_0dc2e6ecde931dc0_ch_0022,doc_0dc2e6ecde931dc0_ch_0023,0.25,92,78
doc_0dc2e6ecde931dc0,23,24,doc_0dc2e6ecde931dc0_ch_0023,doc_0dc2e6ecde931dc0_ch_0024,0.1754,78,56
doc_0dc2e6ecde931dc0,24,25,doc_0dc2e6ecde931dc0_ch_0024,doc_0dc2e6ecde931dc0_ch_0025,0.1833,56,86
doc_0dc2e6ecde931dc0,25,26,doc_0dc2e6ecde931dc0_ch_0025,doc_0dc2e6ecde931dc0_ch_0026,0.2833,86,68
doc_0dc2e6ecde931dc0,26,27,doc_0dc2e6ecde931dc0_ch_0026,doc_0dc2e6ecde931dc0_ch_0027,0.1818,68,101
doc_0dc2e6ecde931dc0,27,28,doc_0dc2e6ecde931dc0_ch_0027,doc_0dc2e6ecde931dc0_ch_0028,0.2426,101,68
doc_0dc2e6ecde931dc0,28,29,doc_0dc2e6ecde931dc0_ch_0028,doc_0dc2e6ecde931dc0_ch_0029,0.2018,68,63
doc_0dc2e6ecde931dc0,29,30,doc_0dc2e6ecde931dc0_ch_0029,doc_0dc2e6ecde931dc0_ch_0030,0.2419,63,91
doc_0dc2e6ecde931dc0,30,31,doc_0dc2e6ecde931dc0_ch_0030,doc_0dc2e6ecde931dc0_ch_0031,0.2308,91,85
doc_0dc2e6ecde931dc0,31,32,doc_0dc2e6ecde931dc0_ch_0031,doc_0dc2e6ecde931dc0_ch_0032,0.1986,85,90
doc_0dc2e6ecde931dc0,32,33,doc_0dc2e6ecde931dc0_ch_0032,doc_0dc2e6ecde931dc0_ch_0033,0.2319,90,80
doc_0dc2e6ecde931dc0,33,34,doc_0dc2e6ecde931dc0_ch_0033,doc_0dc2e6ecde931dc0_ch_0034,0.2571,80,96
doc_0dc2e6ecde931dc0,34,35,doc_0dc2e6ecde931dc0_ch_0034,doc_0dc2e6ecde931dc0_ch_0035,0.2568,96,90
doc_0dc2e6ecde931dc0,35,36,doc_0dc2e6ecde931dc0_ch_0035,doc_0dc2e6ecde931dc0_ch_0036,0.1842,90,90
doc_0dc2e6ecde931dc0,36,37,doc_0dc2e6ecde931dc0_ch_0036,doc_0dc2e6ecde931dc0_ch_0037,0.1908,90,91
doc_0dc2e6ecde931dc0,37,38,doc_0dc2e6ecde931dc0_ch_0037,doc_0dc2e6ecde931dc0_ch_0038,0.2721,91,96
doc_0dc2e6ecde931dc0,38,39,doc_0dc2e6ecde931dc0_ch_0038,doc_0dc2e6ecde931dc0_ch_0039,0.2403,96,95
doc_0dc2e6ecde931dc0,39,40,doc_0dc2e6ecde931dc0_ch_0039,doc_0dc2e6ecde931dc0_ch_0040,0.2194,95,94
doc_0dc2e6ecde931dc0,40,41,doc_0dc2e6ecde931dc0_ch_0040,doc_0dc2e6ecde931dc0_ch_0041,0.1988,94,99
doc_0dc2e6ecde931dc0,41,42,doc_0dc2e6ecde931dc0_ch_0041,doc_0dc2e6ecde931dc0_ch_0042,0.2806,99,79
doc_0dc2e6ecde931dc0,42,43,doc_0dc2e6ecde931dc0_ch_0042,doc_0dc2e6ecde931dc0_ch_0043,0.1517,79,88
doc_0dc2e6ecde931dc0,43,44,doc_0dc2e6ecde931dc0_ch_0043,doc_0dc2e6ecde931dc0_ch_0044,0.2721,88,85
doc_0dc2e6ecde931dc0,44,45,doc_0dc2e6ecde931dc0_ch_0044,doc_0dc2e6ecde931dc0_ch_0045,0.2045,85,74
doc_0dc2e6ecde931dc0,45,46,doc_0dc2e6ecde931dc0_ch_0045,doc_0dc2e6ecde931dc0_ch_0046,0.1746,74,74
doc_0dc2e6ecde931dc0,46,47,doc_0dc2e6ecde931dc0_ch_0046,doc_0dc2e6ecde931dc0_ch_0047,0.3008,74,86
doc_0dc2e6ecde931dc0,47,48,doc_0dc2e6ecde931dc0_ch_0047,doc_0dc2e6ecde931dc0_ch_0048,0.2381,86,96
doc_0dc2e6ecde931dc0,48,49,doc_0dc2e6ecde931dc0_ch_0048,doc_0dc2e6ecde931dc0_ch_0049,0.2279,96,71
doc_0dc2e6ecde931dc0,49,50,doc_0dc2e6ecde931dc0_ch_0049,doc_0dc2e6ecde931dc0_ch_0050,0.2074,71,92
doc_0dc2e6ecde931dc0,50,51,doc_0dc2e6ecde931dc0_ch_0050,doc_0dc2e6ecde931dc0_ch_0051,0.2819,92,99
doc_0dc2e6ecde931dc0,51,52,doc_0dc2e6ecde931dc0_ch_0051,doc_0dc2e6ecde931dc0_ch_0052,0.2027,99,79
doc_0dc2e6ecde931dc0,52,53,doc_0dc2e6ecde931dc0_ch_0052,doc_0dc2e6ecde931dc0_ch_0053,0.1944,79,93
doc_0dc2e6ecde931dc0,53,54,doc_0dc2e6ecde931dc0_ch_0053,doc_0dc2e6ecde931dc0_ch_0054,0.2138,93,83
doc_0dc2e6ecde931dc0,54,55,doc_0dc2e6ecde931dc0_ch_0054,doc_0dc2e6ecde931dc0_ch_0055,0.2424,83,81
doc_0dc2e6ecde931dc0,55,56,doc_0dc2e6ecde931dc0_ch_0055,doc_0dc2e6ecde931dc0_ch_0056,0.2308,81,95
doc_0dc2e6ecde931dc0,56,57,doc_0dc2e6ecde931dc0_ch_0056,doc_0dc2e6ecde931dc0_ch_0057,0.255,95,92
doc_0dc2e6ecde931dc0,57,58,doc_0dc2e6ecde931dc0_ch_0057,doc_0dc2e6ecde931dc0_ch_0058,0.2302,92,63
doc_0dc2e6ecde931dc0,58,59,doc_0dc2e6ecde931dc0_ch_0058,doc_0dc2e6ecde931dc0_ch_0059,0.2414,63,81
doc_0dc2e6ecde931dc0,59,60,doc_0dc2e6ecde931dc0_ch_0059,doc_0dc2e6ecde931dc0_ch_0060,0.2083,81,64
doc_0dc2e6ecde931dc0,60,61,doc_0dc2e6ecde931dc0_ch_0060,doc_0dc2e6ecde931dc0_ch_0061,0.1368,64,69
doc_0dc2e6ecde931dc0,61,62,doc_0dc2e6ecde931dc0_ch_0061,doc_0dc2e6ecde931dc0_ch_0062,0.2661,69,88
doc_0dc2e6ecde931dc0,62,63,doc_0dc2e6ecde931dc0_ch_0062,doc_0dc2e6ecde931dc0_ch_0063,0.2621,88,42
doc_0dc2e6ecde931dc0,63,64,doc_0dc2e6ecde931dc0_ch_0063,doc_0dc2e6ecde931dc0_ch_0064,0.2969,42,41
doc_0dc2e6ecde931dc0,64,65,doc_0dc2e6ecde931dc0_ch_0064,doc_0dc2e6ecde931dc0_ch_0065,0.1667,41,92
doc_0dc2e6ecde931dc0,65,66,doc_0dc2e6ecde931dc0_ch_0065,doc_0dc2e6ecde931dc0_ch_0066,0.2078,92,94
doc_0dc2e6ecde931dc0,66,67,doc_0dc2e6ecde931dc0_ch_0066,doc_0dc2e6ecde931dc0_ch_0067,0.2297,94,88
doc_0dc2e6ecde931dc0,67,68,doc_0dc2e6ecde931dc0_ch_0067,doc_0dc2e6ecde931dc0_ch_0068,0.2606,88,91
doc_0dc2e6ecde931dc0,68,69,doc_0dc2e6ecde931dc0_ch_0068,doc_0dc2e6ecde931dc0_ch_0069,0.2013,91,100
doc_0dc2e6ecde931dc0,69,70,doc_0dc2e6ecde931dc0_ch_0069,doc_0dc2e6ecde931dc0_ch_0070,0.2053,100,82
doc_0dc2e6ecde931dc0,70,71,doc_0dc2e6ecde931dc0_ch_0070,doc_0dc2e6ecde931dc0_ch_0071,0.2857,82,98
doc_0dc2e6ecde931dc0,71,72,doc_0dc2e6ecde931dc0_ch_0071,doc_0dc2e6ecde931dc0_ch_0072,0.2436,98,96
doc_0dc2e6ecde931dc0,72,73,doc_0dc2e6ecde931dc0_ch_0072,doc_0dc2e6ecde931dc0_ch_0073,0.242,96,99
doc_0dc2e6ecde931dc0,73,74,doc_0dc2e6ecde931dc0_ch_0073,doc_0dc2e6ecde931dc0_ch_0074,0.2342,99,96
doc_0dc2e6ecde931dc0,74,75,doc_0dc2e6ecde931dc0_ch_0074,doc_0dc2e6ecde931dc0_ch_0075,0.2467,96,91
doc_0dc2e6ecde931dc0,75,76,doc_0dc2e6ecde931dc0_ch_0075,doc_0dc2e6ecde931dc0_ch_0076,0.1667,91,70
doc_0dc2e6ecde931dc0,76,77,doc_0dc2e6ecde931dc0_ch_0076,doc_0dc2e6ecde931dc0_ch_0077,0.2045,70,89
doc_0dc2e6ecde931dc0,77,78,doc_0dc2e6ecde931dc0_ch_0077,doc_0dc2e6ecde931dc0_ch_0078,0.2215,89,93
doc_0dc2e6ecde931dc0,78,79,doc_0dc2e6ecde931dc0_ch_0078,doc_0dc2e6ecde931dc0_ch_0079,0.3111,93,84
doc_0dc2e6ecde931dc0,79,80,doc_0dc2e6ecde931dc0_ch_0079,doc_0dc2e6ecde931dc0_ch_0080,0.25,84,81
doc_0dc2e6ecde931dc0,80,81,doc_0dc2e6ecde931dc0_ch_0080,doc_0dc2e6ecde931dc0_ch_0081,0.1986,81,88
doc_0dc2e6ecde931dc0,81,82,doc_0dc2e6ecde931dc0_ch_0081,doc_0dc2e6ecde931dc0_ch_0082,0.2769,88,78
doc_0dc2e6ecde931dc0,82,83,doc_0dc2e6ecde931dc0_ch_0082,doc_0dc2e6ecde931dc0_ch_0083,0.2143,78,92
doc_0dc2e6ecde931dc0,83,84,doc_0dc2e6ecde931dc0_ch_0083,doc_0dc2e6ecde931dc0_ch_0084,0.22,92,91
doc_0dc2e6ecde931dc0,84,85,doc_0dc2e6ecde931dc0_ch_0084,doc_0dc2e6ecde931dc0_ch_0085,0.2808,91,96
doc_0dc2e6ecde931dc0,85,86,doc_0dc2e6ecde931dc0_ch_0085,doc_0dc2e6ecde931dc0_ch_0086,0.2013,96,89
doc_0dc2e6ecde931dc0,86,87,doc_0dc2e6ecde931dc0_ch_0086,doc_0dc2e6ecde931dc0_ch_0087,0.1935,89,59
doc_0dc2e6ecde931dc0,87,88,doc_0dc2e6ecde931dc0_ch_0087,doc_0dc2e6ecde931dc0_ch_0088,0.2826,59,59
doc_0dc2e6ecde931dc0,88,89,doc_0dc2e6ecde931dc0_ch_0088,doc_0dc2e6ecde931dc0_ch_0089,0.3402,59,71
doc_0dc2e6ecde931dc0,89,90,doc_0dc2e6ecde931dc0_ch_0089,doc_0dc2e6ecde931dc0_ch_0090,0.2783,71,76
doc_0dc2e6ecde931dc0,90,91,doc_0dc2e6ecde931dc0_ch_0090,doc_0dc2e6ecde931dc0_ch_0091,0.2364,76,60
doc_0dc2e6ecde931dc0,91,92,doc_0dc2e6ecde931dc0_ch_0091,doc_0dc2e6ecde931dc0_ch_0092,0.2692,60,72
doc_0dc2e6ecde931dc0,92,93,doc_0dc2e6ecde931dc0_ch_0092,doc_0dc2e6ecde931dc0_ch_0093,0.2211,72,44
doc_0dc2e6ecde931dc0,93,94,doc_0dc2e6ecde931dc0_ch_0093,doc_0dc2e6ecde931dc0_ch_0094,0.2553,44,74
doc_0dc2e6ecde931dc0,94,95,doc_0dc2e6ecde931dc0_ch_0094,doc_0dc2e6ecde931dc0_ch_0095,0.3162,74,80
doc_0dc2e6ecde931dc0,95,96,doc_0dc2e6ecde931dc0_ch_0095,doc_0dc2e6ecde931dc0_ch_0096,0.0952,80,12
doc_0dc2e6ecde931dc0,96,97,doc_0dc2e6ecde931dc0_ch_0096,doc_0dc2e6ecde931dc0_ch_0097,0.2308,12,52
doc_0dc2e6ecde931dc0,97,98,doc_0dc2e6ecde931dc0_ch_0097,doc_0dc2e6ecde931dc0_ch_0098,0.3433,52,38
doc_0dc2e6ecde931dc0,98,99,doc_0dc2e6ecde931dc0_ch_0098,doc_0dc2e6ecde931dc0_ch_0099,0.1829,38,59
doc_0dc2e6ecde931dc0,99,100,doc_0dc2e6ecde931dc0_ch_0099,doc_0dc2e6ecde931dc0_ch_0100,0.2812,59,64
doc_0dc2e6ecde931dc0,100,101,doc_0dc2e6ecde931dc0_ch_0100,doc_0dc2e6ecde931dc0_ch_0101,0.3021,64,61
doc_0dc2e6ecde931dc0,101,102,doc_0dc2e6ecde931dc0_ch_0101,doc_0dc2e6ecde931dc0_ch_0102,0.2778,61,77
doc_0dc2e6ecde931dc0,102,103,doc_0dc2e6ecde931dc0_ch_0102,doc_0dc2e6ecde931dc0_ch_0103,0.2119,77,66
doc_0dc2e6ecde931dc0,103,104,doc_0dc2e6ecde931dc0_ch_0103,doc_0dc2e6ecde931dc0_ch_0104,0.283,66,70
doc_0dc2e6ecde931dc0,104,105,doc_0dc2e6ecde931dc0_ch_0104,doc_0dc2e6ecde931dc0_ch_0105,0.2097,70,80
doc_0dc2e6ecde931dc0,105,106,doc_0dc2e6ecde931dc0_ch_0105,doc_0dc2e6ecde931dc0_ch_0106,0.2773,80,72
doc_0dc2e6ecde931dc0,106,107,doc_0dc2e6ecde931dc0_ch_0106,doc_0dc2e6ecde931dc0_ch_0107,0.2118,72,31
doc_0dc2e6ecde931dc0,107,108,doc_0dc2e6ecde931dc0_ch_0107,doc_0dc2e6ecde931dc0_ch_0108,0.1792,31,94
doc_0dc2e6ecde931dc0,108,109,doc_0dc2e6ecde931dc0_ch_0108,doc_0dc2e6ecde931dc0_ch_0109,0.1812,94,82
doc_0dc2e6ecde931dc0,109,110,doc_0dc2e6ecde931dc0_ch_0109,doc_0dc2e6ecde931dc0_ch_0110,0.248,82,74
doc_0dc2e6ecde931dc0,110,111,doc_0dc2e6ecde931dc0_ch_0110,doc_0dc2e6ecde931dc0_ch_0111,0.184,74,74
doc_0dc2e6ecde931dc0,111,112,doc_0dc2e6ecde931dc0_ch_0111,doc_0dc2e6ecde931dc0_ch_0112,0.1786,74,58
doc_0dc2e6ecde931dc0,112,113,doc_0dc2e6ecde931dc0_ch_0112,doc_0dc2e6ecde931dc0_ch_0113,0.2857,58,59
doc_0dc2e6ecde931dc0,113,114,doc_0dc2e6ecde931dc0_ch_0113,doc_0dc2e6ecde931dc0_ch_0114,0.2065,59,52
doc_0dc2e6ecde931dc0,114,115,doc_0dc2e6ecde931dc0_ch_0114,doc_0dc2e6ecde931dc0_ch_0115,0.2072,52,82
doc_0dc2e6ecde931dc0,115,116,doc_0dc2e6ecde931dc0_ch_0115,doc_0dc2e6ecde931dc0_ch_0116,0.2155,82,59
doc_0dc2e6ecde931dc0,116,117,doc_0dc2e6ecde931dc0_ch_0116,doc_0dc2e6ecde931dc0_ch_0117,0.1639,59,12
doc_0dc2e6ecde931dc0,117,118,doc_0dc2e6ecde931dc0_ch_0117,doc_0dc2e6ecde931dc0_ch_0118,0.1233,12,70
doc_0dc2e6ecde931dc0,118,119,doc_0dc2e6ecde931dc0_ch_0118,doc_0dc2e6ecde931dc0_ch_0119,0.3084,70,70
doc_0dc2e6ecde931dc0,119,120,doc_0dc2e6ecde931dc0_ch_0119,doc_0dc2e6ecde931dc0_ch_0120,0.2604,70,51
doc_0dc2e6ecde931dc0,120,121,doc_0dc2e6ecde931dc0_ch_0120,doc_0dc2e6ecde931dc0_ch_0121,0.1585,51,44
doc_0dc2e6ecde931dc0,121,122,doc_0dc2e6ecde931dc0_ch_0121,doc_0dc2e6ecde931dc0_ch_0122,0.3011,44,77
doc_0dc2e6ecde931dc0,122,123,doc_0dc2e6ecde931dc0_ch_0122,doc_0dc2e6ecde931dc0_ch_0123,0.2258,77,75
doc_0dc2e6ecde931dc0,123,124,doc_0dc2e6ecde931dc0_ch_0123,doc_0dc2e6ecde931dc0_ch_0124,0.1654,75,80
doc_0dc2e6ecde931dc0,124,125,doc_0dc2e6ecde931dc0_ch_0124,doc_0dc2e6ecde931dc0_ch_0125,0.184,80,68
doc_0dc2e6ecde931dc0,125,126,doc_0dc2e6ecde931dc0_ch_0125,doc_0dc2e6ecde931dc0_ch_0126,0.292,68,78
doc_0dc2e6ecde931dc0,126,127,doc_0dc2e6ecde931dc0_ch_0126,doc_0dc2e6ecde931dc0_ch_0127,0.197,78,80
doc_0dc2e6ecde931dc0,127,128,doc_0dc2e6ecde931dc0_ch_0127,doc_0dc2e6ecde931dc0_ch_0128,0.3037,80,96
doc_0dc2e6ecde931dc0,128,129,doc_0dc2e6ecde931dc0_ch_0128,doc_0dc2e6ecde931dc0_ch_0129,0.2714,96,82
doc_0dc2e6ecde931dc0,129,130,doc_0dc2e6ecde931dc0_ch_0129,doc_0dc2e6ecde931dc0_ch_0130,0.2893,82,74
doc_0dc2e6ecde931dc0,130,131,doc_0dc2e6ecde931dc0_ch_0130,doc_0dc2e6ecde931dc0_ch_0131,0.3158,74,76
doc_0dc2e6ecde931dc0,131,132,doc_0dc2e6ecde931dc0_ch_0131,doc_0dc2e6ecde931dc0_ch_0132,0.2981,76,59
doc_0dc2e6ecde931dc0,132,133,doc_0dc2e6ecde931dc0_ch_0132,doc_0dc2e6ecde931dc0_ch_0133,0.271,59,77
doc_0dc2e6ecde931dc0,133,134,doc_0dc2e6ecde931dc0_ch_0133,doc_0dc2e6ecde931dc0_ch_0134,0.2832,77,68
doc_0dc2e6ecde931dc0,134,135,doc_0dc2e6ecde931dc0_ch_0134,doc_0dc2e6ecde931dc0_ch_0135,0.1866,68,91
doc_0dc2e6ecde931dc0,135,136,doc_0dc2e6ecde931dc0_ch_0135,doc_0dc2e6ecde931dc0_ch_0136,0.1783,91,61
doc_0dc2e6ecde931dc0,136,137,doc_0dc2e6ecde931dc0_ch_0136,doc_0dc2e6ecde931dc0_ch_0137,0.2143,61,41
doc_0dc2e6ecde931dc0,137,138,doc_0dc2e6ecde931dc0_ch_0137,doc_0dc2e6ecde931dc0_ch_0138,0.2766,41,79
doc_0dc2e6ecde931dc0,138,139,doc_0dc2e6ecde931dc0_ch_0138,doc_0dc2e6ecde931dc0_ch_0139,0.208,79,72
doc_0dc2e6ecde931dc0,139,140,doc_0dc2e6ecde931dc0_ch_0139,doc_0dc2e6ecde931dc0_ch_0140,0.1453,72,62
doc_0e16de972b72d565,1,2,doc_0e16de972b72d565_ch_0001,doc_0e16de972b72d565_ch_0002,0.2228,111,114
doc_0e16de972b72d565,2,3,doc_0e16de972b72d565_ch_0002,doc_0e16de972b72d565_ch_0003,0.2033,114,105
doc_0e16de972b72d565,3,4,doc_0e16de972b72d565_ch_0003,doc_0e16de972b72d565_ch_0004,0.2384,105,82
doc_0e16de972b72d565,4,5,doc_0e16de972b72d565_ch_0004,doc_0e16de972b72d565_ch_0005,0.2481,82,79
doc_0e16de972b72d565,5,6,doc_0e16de972b72d565_ch_0005,doc_0e16de972b72d565_ch_0006,0.2518,79,95
