doc_id,speaker_id,role_inferido,n_turns,n_words,question_rate,word_share
doc_c1b714ce1513e838,2,participant_or_unknown,3,313,1.0,0.02210295883059106
doc_c1b714ce1513e838,3,interviewer_heuristic,149,2124,0.5503355704697986,0.14998940752771697
doc_c1b714ce1513e838,4,interviewer_heuristic,350,5135,0.8628571428571429,0.36261563448908973
doc_c1b714ce1513e838,5,participant_or_unknown,139,2345,0.41007194244604317,0.16559565002471577
doc_c1b714ce1513e838,6,participant_or_unknown,146,2633,0.3767123287671233,0.18593319680813503
doc_c3440e03873d8788,1,interviewer_heuristic,298,5378,0.7818791946308725,0.31786748625805306
doc_c3440e03873d8788,2,participant_or_unknown,38,547,0.34210526315789475,0.03233051598794255
doc_c3440e03873d8788,3,interviewer_heuristic,57,2417,0.6140350877192983,0.14285714285714285
doc_c3440e03873d8788,4,participant_or_unknown,99,2019,0.37373737373737376,0.11933329392990129
doc_c3440e03873d8788,5,participant_or_unknown,101,2602,0.3465346534653465,0.15379159524794608
doc_c3440e03873d8788,6,interviewer_heuristic,107,2344,0.4672897196261682,0.13854246704887996
doc_c3440e03873d8788,7,interviewer_heuristic,50,1612,0.5,0.09527749867013417
doc_c81de68b7ac9189d,1,interviewer_heuristic,55,2056,0.6727272727272727,0.12891898670679708
doc_c81de68b7ac9189d,2,interviewer_heuristic,100,4317,0.6,0.27069224981188866
doc_c81de68b7ac9189d,3,interviewer_heuristic,182,2992,0.7197802197802198,0.18760973162779032
doc_c81de68b7ac9189d,4,interviewer_heuristic,49,2508,0.673469387755102,0.15726109857035364
doc_c81de68b7ac9189d,5,interviewer_heuristic,62,1437,0.532258064516129,0.09010534236267871
doc_c81de68b7ac9189d,6,interviewer_heuristic,9,239,1.0,0.014986205166792074
doc_c81de68b7ac9189d,7,interviewer_heuristic,5,179,0.6,0.011223977928266867
doc_c81de68b7ac9189d,8,interviewer_heuristic,54,2220,0.6851851851851852,0.13920240782543267
doc_c8cb62c97a6b1133,1,interviewer_heuristic,30,561,0.5333333333333333,0.04206658668266347
doc_c8cb62c97a6b1133,2,interviewer_heuristic,65,934,0.47692307692307695,0.07003599280143971
doc_c8cb62c97a6b1133,3,interviewer_heuristic,100,8603,0.86,0.6450959808038392
doc_c8cb62c97a6b1133,4,interviewer_heuristic,52,3238,0.75,0.2428014397120576
doc_c9defe6cce5ff1fd,1,participant_or_unknown,3,313,1.0,0.03442208292092819
doc_c9defe6cce5ff1fd,2,interviewer_heuristic,177,3789,0.9322033898305084,0.41669416034312107
doc_c9defe6cce5ff1fd,3,interviewer_heuristic,170,4991,0.6352941176470588,0.5488837567359507
doc_ca13ed7a8ce3eb34,1,interviewer_heuristic,140,9181,0.7357142857142858,0.6706355003652301
doc_ca13ed7a8ce3eb34,2,interviewer_heuristic,98,2083,0.7346938775510204,0.15215485756026298
doc_ca13ed7a8ce3eb34,3,interviewer_heuristic,29,1339,0.6896551724137931,0.09780861943024105
doc_ca13ed7a8ce3eb34,4,interviewer_heuristic,50,1087,0.7,0.07940102264426589
doc_cc7b48f0bda6f359,1,participant_or_unknown,3,313,1.0,0.024966100342984764
doc_cc7b48f0bda6f359,2,interviewer_heuristic,131,2638,0.9083969465648855,0.21041716519103454
doc_cc7b48f0bda6f359,3,interviewer_heuristic,169,8380,0.6923076923076923,0.6684214724415729
doc_cc7b48f0bda6f359,4,interviewer_heuristic,45,1206,0.4888888888888889,0.09619526202440776
doc_cda5ac0ca4bfa447,1,interviewer_heuristic,30,656,0.4666666666666667,0.0786099460754943
doc_cda5ac0ca4bfa447,2,interviewer_heuristic,30,929,0.7,0.11132414619532655
doc_cda5ac0ca4bfa447,3,interviewer_heuristic,72,3776,0.5833333333333334,0.452486518873577
doc_cda5ac0ca4bfa447,4,interviewer_heuristic,100,2383,0.74,0.28556021569802276
doc_cda5ac0ca4bfa447,5,interviewer_heuristic,30,601,0.5666666666666667,0.07201917315757939
doc_cfb49b86362bd118,1,interviewer_heuristic,43,623,0.5813953488372093,0.13915568461023006
doc_cfb49b86362bd118,2,interviewer_heuristic,47,3165,0.6382978723404256,0.7069466160375252
doc_cfb49b86362bd118,3,interviewer_heuristic,42,689,0.6666666666666666,0.15389769935224482
doc_d16712b5a3350889,1,participant_or_unknown,3,313,1.0,0.04123303912527994
doc_d16712b5a3350889,2,participant_or_unknown,129,2588,0.3953488372093023,0.3409300487419312
doc_d16712b5a3350889,3,interviewer_heuristic,147,4656,0.8843537414965986,0.6133579238571993
doc_d16712b5a3350889,4,participant_or_unknown,14,34,0.0,0.004478988275589514
doc_d26ac17df9e509e7,1,interviewer_heuristic,211,3870,0.4928909952606635,0.24458067370283765
doc_d26ac17df9e509e7,2,participant_or_unknown,3,313,1.0,0.019781330973898757
doc_d26ac17df9e509e7,3,interviewer_heuristic,350,4566,0.8314285714285714,0.2885672754850534
doc_d26ac17df9e509e7,4,participant_or_unknown,121,2207,0.4132231404958678,0.1394805030651583
doc_d26ac17df9e509e7,5,interviewer_heuristic,117,3265,0.6068376068376068,0.2063451937053656
doc_d26ac17df9e509e7,6,participant_or_unknown,71,1602,0.4084507042253521,0.10124502306768628
doc_d2d8ffad5d07749d,1,interviewer_heuristic,300,6972,0.73,0.3804638472032742
doc_d2d8ffad5d07749d,2,interviewer_heuristic,48,2526,0.5,0.1378444747612551
doc_d2d8ffad5d07749d,3,participant_or_unknown,47,1109,0.3829787234042553,0.060518417462482946
doc_d2d8ffad5d07749d,4,interviewer_heuristic,78,3227,0.5512820512820513,0.17609822646657572
doc_d2d8ffad5d07749d,5,interviewer_heuristic,49,1538,0.5918367346938775,0.08392905866302865
doc_d2d8ffad5d07749d,6,interviewer_heuristic,45,1292,0.6222222222222222,0.07050477489768077
doc_d2d8ffad5d07749d,7,interviewer_heuristic,62,1397,0.45161290322580644,0.07623465211459754
doc_d2d8ffad5d07749d,8,participant_or_unknown,11,264,0.36363636363636365,0.014406548431105047
doc_d3a4fcca193fb469,1,interviewer_heuristic,187,3276,0.8877005347593583,0.30077120822622105
doc_d3a4fcca193fb469,2,interviewer_heuristic,42,1462,0.6190476190476191,0.1342269555637165
doc_d3a4fcca193fb469,3,interviewer_heuristic,61,2248,0.5409836065573771,0.20639001101726037
doc_d3a4fcca193fb469,4,interviewer_heuristic,54,2191,0.6666666666666666,0.2011568123393316
doc_d3a4fcca193fb469,5,interviewer_heuristic,52,1516,0.6923076923076923,0.13918472273228058
doc_d3a4fcca193fb469,6,interviewer_heuristic,6,199,1.0,0.018270290121189865
doc_d42528cd9f4f9278,1,participant_or_unknown,3,313,1.0,0.01980135383058139
doc_d42528cd9f4f9278,2,interviewer_heuristic,344,5136,0.8313953488372093,0.32491933953311825
doc_d42528cd9f4f9278,3,participant_or_unknown,158,4086,0.4240506329113924,0.2584930726893149
doc_d42528cd9f4f9278,4,participant_or_unknown,51,870,0.35294117647058826,0.05503890681343709
doc_d42528cd9f4f9278,5,participant_or_unknown,124,3504,0.4274193548387097,0.22167394192446385
doc_d42528cd9f4f9278,6,participant_or_unknown,117,1898,0.2564102564102564,0.12007338520908459
doc_d52d828ab53d85d0,1,interviewer_heuristic,76,6070,0.8157894736842105,0.6856432847622275
doc_d52d828ab53d85d0,2,interviewer_heuristic,13,130,0.5384615384615384,0.014684287812041116
doc_d52d828ab53d85d0,3,interviewer_heuristic,60,2155,0.7666666666666667,0.24342030949960466
doc_d52d828ab53d85d0,4,interviewer_heuristic,17,498,0.6470588235294118,0.056252117926126735
doc_d61537ccd540a8ec,1,interviewer_heuristic,38,1776,0.6578947368421053,0.11603292826342611
doc_d61537ccd540a8ec,2,interviewer_heuristic,62,2301,0.6612903225806451,0.15033320266562133
doc_d61537ccd540a8ec,3,interviewer_heuristic,66,3144,0.6666666666666666,0.20540964327714623
doc_d61537ccd540a8ec,4,interviewer_heuristic,76,2517,0.5131578947368421,0.1644453155625245
doc_d61537ccd540a8ec,5,participant_or_unknown,57,2333,0.40350877192982454,0.15242388605775514
doc_d61537ccd540a8ec,6,interviewer_heuristic,198,3235,0.7929292929292929,0.21135502417352672
doc_d64503ab71e69ea1,1,interviewer_heuristic,28,733,0.75,0.2872257053291536
doc_d64503ab71e69ea1,2,interviewer_heuristic,31,1370,0.5161290322580645,0.536833855799373
doc_d64503ab71e69ea1,3,interviewer_heuristic,17,449,0.5294117647058824,0.17594043887147334
doc_d7948b6302ad2fee,1,interviewer_heuristic,461,7221,0.7114967462039046,0.5005198585984613
doc_d7948b6302ad2fee,2,participant_or_unknown,385,4879,0.35324675324675325,0.3381853469189714
doc_d7948b6302ad2fee,3,participant_or_unknown,202,2327,0.3217821782178218,0.16129479448256742
doc_d9b928d2f9d57ae9,1,participant_or_unknown,210,4063,0.43333333333333335,0.24400936880667828
doc_d9b928d2f9d57ae9,2,interviewer_heuristic,96,1761,0.4791666666666667,0.10575941384901807
doc_d9b928d2f9d57ae9,3,interviewer_heuristic,272,4265,0.6691176470588235,0.2561407723259864
doc_d9b928d2f9d57ae9,4,interviewer_heuristic,182,4244,0.46703296703296704,0.2548795868116029
doc_d9b928d2f9d57ae9,5,interviewer_heuristic,43,856,0.5348837209302325,0.05140832382439493
doc_d9b928d2f9d57ae9,6,participant_or_unknown,86,1462,0.3953488372093023,0.08780253438231939
doc_dbba6e8dcfd5390a,1,interviewer_heuristic,69,3983,0.5507246376811594,0.3155851358846367
doc_dbba6e8dcfd5390a,2,interviewer_heuristic,123,6383,0.6341463414634146,0.505744394263529
doc_dbba6e8dcfd5390a,3,interviewer_heuristic,18,410,0.6111111111111112,0.03248553997306077
doc_dbba6e8dcfd5390a,4,interviewer_heuristic,30,608,0.6666666666666666,0.048173678789319385
doc_dbba6e8dcfd5390a,5,interviewer_heuristic,26,1237,0.6153846153846154,0.09801125108945409
doc_de596209415382fe,1,interviewer_heuristic,87,1214,0.7586206896551724,0.30191494653071377
doc_de596209415382fe,2,interviewer_heuristic,89,2807,0.7078651685393258,0.6980850534692863
doc_e5652afcdfc168fe,1,interviewer_heuristic,67,2177,0.6268656716417911,0.132614522417154
doc_e5652afcdfc168fe,2,interviewer_heuristic,209,7358,0.7081339712918661,0.44822124756335285
doc_e5652afcdfc168fe,3,interviewer_heuristic,86,2444,0.6511627906976745,0.14887914230019494
doc_e5652afcdfc168fe,4,interviewer_heuristic,25,984,0.88,0.059941520467836254
doc_e5652afcdfc168fe,5,interviewer_heuristic,47,2012,0.6382978723404256,0.12256335282651072
doc_e5652afcdfc168fe,6,interviewer_heuristic,46,1012,0.4782608695652174,0.06164717348927875
doc_e5652afcdfc168fe,7,participant_or_unknown,8,216,0.0,0.013157894736842105
doc_e5652afcdfc168fe,8,participant_or_unknown,58,213,0.22413793103448276,0.012975146198830409
doc_e64af23fbf476840,1,interviewer_heuristic,45,1723,0.7777777777777778,0.09530394380220145
doc_e64af23fbf476840,2,interviewer_heuristic,57,3408,0.49122807017543857,0.18850600143813265
doc_e64af23fbf476840,3,interviewer_heuristic,101,3179,0.6633663366336634,0.17583937164666189
doc_e64af23fbf476840,4,interviewer_heuristic,49,4060,0.673469387755102,0.22456994302782232
doc_e64af23fbf476840,5,interviewer_heuristic,55,3690,0.6727272727272727,0.20410420930361192
doc_e64af23fbf476840,6,interviewer_heuristic,39,1836,0.5384615384615384,0.10155428950716301
doc_e64af23fbf476840,7,interviewer_heuristic,7,183,0.5714285714285714,0.01012224127440677
doc_e668ad5d413dd19f,1,interviewer_heuristic,215,4082,0.8,0.23667884269728068
doc_e668ad5d413dd19f,2,interviewer_heuristic,85,2343,0.49411764705882355,0.1358497129935641
doc_e668ad5d413dd19f,3,interviewer_heuristic,60,2626,0.5166666666666667,0.15225836377340987
doc_e668ad5d413dd19f,4,interviewer_heuristic,62,2188,0.532258064516129,0.12686264277845422
doc_e668ad5d413dd19f,5,interviewer_heuristic,67,3631,0.6865671641791045,0.21052936742621906
doc_e668ad5d413dd19f,6,interviewer_heuristic,69,2377,0.6086956521739131,0.13782107033107208
doc_e6f876a11a7cffdd,1,participant_or_unknown,3,313,1.0,0.022999485634506576
doc_e6f876a11a7cffdd,2,participant_or_unknown,126,3709,0.3968253968253968,0.2725402307296642
doc_e6f876a11a7cffdd,3,participant_or_unknown,127,2960,0.4409448818897638,0.21750312293335292
doc_e6f876a11a7cffdd,4,interviewer_heuristic,97,2349,0.4742268041237113,0.1726063634359615
doc_e6f876a11a7cffdd,5,interviewer_heuristic,279,4278,0.8207885304659498,0.3143507972665148
doc_e88651825b162294,1,interviewer_heuristic,49,952,0.6122448979591837,0.09854052375530484
doc_e88651825b162294,2,interviewer_heuristic,95,6050,0.7684210526315789,0.6262291688231032
doc_e88651825b162294,3,interviewer_heuristic,56,2659,0.75,0.275230307421592
doc_e9d9fb1438841663,1,interviewer_heuristic,52,2042,0.5,0.6219920804142552
doc_e9d9fb1438841663,2,interviewer_heuristic,50,1241,0.94,0.37800791958574476
doc_eb6a4496f5f5d136,1,participant_or_unknown,3,313,1.0,0.035015102360443
doc_eb6a4496f5f5d136,2,interviewer_heuristic,130,2648,0.8923076923076924,0.2962300033560801
doc_eb6a4496f5f5d136,3,interviewer_heuristic,125,5978,0.704,0.6687548942834769
doc_ec00d9b912869528,1,interviewer_heuristic,6,105,0.5,0.01834702079329023
doc_ec00d9b912869528,2,interviewer_heuristic,145,3340,0.6,0.583609994757994
doc_ec00d9b912869528,3,interviewer_heuristic,105,1604,0.8,0.2802725843089289
doc_ec00d9b912869528,4,interviewer_heuristic,51,674,0.7058823529411765,0.11777040013978682
doc_ecbea0911b71e6fa,1,interviewer_heuristic,314,5497,0.8407643312101911,0.3900794777178541
doc_ecbea0911b71e6fa,2,interviewer_heuristic,46,862,0.5869565217391305,0.06116945784842464
doc_ecbea0911b71e6fa,3,interviewer_heuristic,135,2679,0.5555555555555556,0.1901078626170877
doc_ecbea0911b71e6fa,4,interviewer_heuristic,12,101,0.5,0.00716718705648595
doc_ecbea0911b71e6fa,5,participant_or_unknown,29,412,0.4482758620689655,0.02923644621061595
doc_ecbea0911b71e6fa,6,participant_or_unknown,67,1251,0.40298507462686567,0.08877377235310814
doc_ecbea0911b71e6fa,7,interviewer_heuristic,59,1103,0.4745762711864407,0.0782713596366733
doc_ecbea0911b71e6fa,8,interviewer_heuristic,71,2187,0.6197183098591549,0.1551944365597502
doc_ee180b4e719d4d7e,1,interviewer_heuristic,122,17292,1.0,1.0
doc_ee8d1372d1a391aa,1,interviewer_heuristic,65,4668,0.8307692307692308,0.8298666666666666
doc_ee8d1372d1a391aa,2,interviewer_heuristic,49,776,0.7346938775510204,0.13795555555555555
doc_ee8d1372d1a391aa,3,interviewer_heuristic,13,181,0.6153846153846154,0.03217777777777778
doc_eeb118edb6d745e0,1,interviewer_heuristic,62,4215,0.6774193548387096,0.4742882862608304
doc_eeb118edb6d745e0,2,interviewer_heuristic,41,882,0.5609756097560976,0.09924608979408124
doc_eeb118edb6d745e0,3,interviewer_heuristic,56,3790,0.7142857142857143,0.42646562394508836
doc_f17a8b4e6ffe8287,1,interviewer_heuristic,56,1267,0.8035714285714286,0.3685282140779523
doc_f17a8b4e6ffe8287,2,interviewer_heuristic,55,2171,0.4909090909090909,0.6314717859220477
doc_f32e185da3913dd6,1,interviewer_heuristic,40,606,0.625,0.1619454836985569
doc_f32e185da3913dd6,2,interviewer_heuristic,31,421,0.6774193548387096,0.1125066809192945
doc_f32e185da3913dd6,3,interviewer_heuristic,70,2467,0.5571428571428572,0.659273115980759
doc_f32e185da3913dd6,4,interviewer_heuristic,21,248,0.7142857142857143,0.06627471940138963
doc_f40017cf17c84e54,1,interviewer_heuristic,62,3383,0.7096774193548387,0.4863427257044278
doc_f40017cf17c84e54,2,interviewer_heuristic,49,2916,0.7142857142857143,0.41920644048303624
doc_f40017cf17c84e54,3,interviewer_heuristic,32,657,0.75,0.09445083381253594
doc_f497f66116fbe1ab,1,interviewer_heuristic,68,2258,0.4852941176470588,0.5299225533912227
doc_f497f66116fbe1ab,2,participant_or_unknown,25,373,0.4,0.08753813658765548
doc_f497f66116fbe1ab,3,interviewer_heuristic,72,1544,0.7638888888888888,0.3623562544003755
doc_f497f66116fbe1ab,4,participant_or_unknown,2,20,0.0,0.004693733865289838
doc_f497f66116fbe1ab,5,participant_or_unknown,2,66,1.0,0.015489321755456465
doc_fbdf5e17373e8de3,1,interviewer_heuristic,161,5310,0.6149068322981367,0.6318419800095193
doc_fbdf5e17373e8de3,2,participant_or_unknown,3,309,1.0,0.03676820561637316
doc_fbdf5e17373e8de3,3,interviewer_heuristic,163,2785,0.9386503067484663,0.3313898143741076
doc_fcc334ae6da3d7f2,1,interviewer_heuristic,87,5790,0.6896551724137931,0.8057333704425271
doc_fcc334ae6da3d7f2,2,interviewer_heuristic,59,986,0.5423728813559322,0.13721124408572224
doc_fcc334ae6da3d7f2,3,interviewer_heuristic,19,410,0.5263157894736842,0.057055385471750625
doc_ff5e78e6e44318bb,1,interviewer_heuristic,42,769,0.7619047619047619,0.16244190959019855
doc_ff5e78e6e44318bb,2,interviewer_heuristic,78,3073,0.6282051282051282,0.6491339247993241
doc_ff5e78e6e44318bb,3,interviewer_heuristic,54,892,0.7222222222222222,0.1884241656104774
